UID,Player,Tm,MP,PER,Season
293,Dennis Schröder\schrode01,ATL,1516,15.7,14-15
293,Dennis Schröder\schrode01,ATL,1621,15.5,15-16
293,Dennis Schröder\schrode01,ATL,2078,17.3,17-18
293,Dennis Schröder\schrode01,ATL,2485,16.1,16-17
293,Dennis Schröder\schrode01,ATL,641,5.8,13-14
293,Dennis Schröder\schrode01,OKC,2314,12.7,18-19
294,Dennis Smith\smithde03,DAL,2049,12.8,17-18
294,Dennis Smith\smithde03,DAL,908,11.5,18-19
294,Dennis Smith\smithde03,NYK,600,13.5,18-19
295,Denzel Valentine\valende01,CHI,2095,12.1,17-18
295,Denzel Valentine\valende01,CHI,976,7.3,16-17
296,Deonte Burton\burtode02,OKC,240,7,18-19
297,DeQuan Jones\jonesde01,ORL,803,8.4,12-13
298,Derek Fisher\fishede01,DAL,229,8.7,12-13
298,Derek Fisher\fishede01,LAL,1101,8.8,11-12
298,Derek Fisher\fishede01,LAL,2227,9.3,09-10
298,Derek Fisher\fishede01,LAL,2297,8.9,10-11
298,Derek Fisher\fishede01,OKC,1428,10.1,13-14
298,Derek Fisher\fishede01,OKC,346,7,12-13
298,Derek Fisher\fishede01,OKC,407,5.9,11-12
299,Deron Williams\willide01,BRK,2059,17.6,13-14
299,Deron Williams\willide01,BRK,2114,15.7,14-15
299,Deron Williams\willide01,BRK,2842,20.3,12-13
299,Deron Williams\willide01,CLE,486,11.4,16-17
299,Deron Williams\willide01,DAL,1171,15,16-17
299,Deron Williams\willide01,DAL,2106,14.6,15-16
299,Deron Williams\willide01,NJN,1999,20.3,11-12
299,Deron Williams\willide01,NJN,456,17,10-11
299,Deron Williams\willide01,UTA,2009,22.1,10-11
299,Deron Williams\willide01,UTA,2802,20.6,09-10
300,Derrick Brown\brownde04,CHA,1443,14.7,11-12
300,Derrick Brown\brownde04,CHA,488,12.4,10-11
300,Derrick Brown\brownde04,CHA,535,12.6,09-10
300,Derrick Brown\brownde04,NYK,88,16,10-11
301,Derrick Byars\byarsde01,SAS,37,14.9,11-12
302,Derrick Caracter\caracde01,LAL,215,10,10-11
303,Derrick Favors\favorde01,NJN,1091,12.6,10-11
303,Derrick Favors\favorde01,UTA,1186,15.8,16-17
303,Derrick Favors\favorde01,UTA,1376,17.1,11-12
303,Derrick Favors\favorde01,UTA,1766,21.8,18-19
303,Derrick Favors\favorde01,UTA,1787,17.5,12-13
303,Derrick Favors\favorde01,UTA,1983,21.6,15-16
303,Derrick Favors\favorde01,UTA,2153,18.8,17-18
303,Derrick Favors\favorde01,UTA,2201,19,13-14
303,Derrick Favors\favorde01,UTA,2280,21.8,14-15
303,Derrick Favors\favorde01,UTA,444,16.8,10-11
304,Derrick Jones\jonesde02,MIA,1153,14,18-19
304,Derrick Jones\jonesde02,MIA,212,8.8,17-18
304,Derrick Jones\jonesde02,PHO,33,18.4,17-18
304,Derrick Jones\jonesde02,PHO,545,12,16-17
305,Derrick Rose\rosede01,CHI,1375,23,11-12
305,Derrick Rose\rosede01,CHI,1530,15.9,14-15
305,Derrick Rose\rosede01,CHI,2097,13.4,15-16
305,Derrick Rose\rosede01,CHI,2871,18.6,09-10
305,Derrick Rose\rosede01,CHI,3026,23.5,10-11
305,Derrick Rose\rosede01,CHI,311,9.7,13-14
305,Derrick Rose\rosede01,CLE,308,11.6,17-18
305,Derrick Rose\rosede01,MIN,112,11.2,17-18
305,Derrick Rose\rosede01,MIN,1392,19.5,18-19
305,Derrick Rose\rosede01,NYK,2082,17,16-17
306,Derrick Walton\waltode01,MIA,147,11.2,17-18
307,Derrick White\whitede01,SAS,139,15.9,17-18
307,Derrick White\whitede01,SAS,1728,14.8,18-19
308,Derrick Williams\willide02,CLE,427,11.1,16-17
308,Derrick Williams\willide02,LAL,9,-3.2,17-18
308,Derrick Williams\willide02,MIA,377,10.1,16-17
308,Derrick Williams\willide02,MIN,1418,12.9,11-12
308,Derrick Williams\willide02,MIN,162,7.6,13-14
308,Derrick Williams\willide02,MIN,1916,14.5,12-13
308,Derrick Williams\willide02,NYK,1435,17.2,15-16
308,Derrick Williams\willide02,SAC,1462,12.8,14-15
308,Derrick Williams\willide02,SAC,1658,11.9,13-14
309,DeSagana Diop\diopde01,CHA,181,5.4,10-11
309,DeSagana Diop\diopde01,CHA,226,6.6,12-13
309,DeSagana Diop\diopde01,CHA,262,7.8,09-10
309,DeSagana Diop\diopde01,CHA,325,6.8,11-12
310,DeShawn Stevenson\stevede01,ATL,1158,8.1,12-13
310,DeShawn Stevenson\stevede01,DAL,1158,9.8,10-11
310,DeShawn Stevenson\stevede01,DAL,267,3.2,09-10
310,DeShawn Stevenson\stevede01,NJN,960,4.3,11-12
310,DeShawn Stevenson\stevede01,WAS,616,3.3,09-10
311,Desmond Mason\masonde01,SAC,66,6.2,09-10
312,DeVaughn Akoon-Purcell\akoonde01,DEN,22,8.2,18-19
313,Devean George\georgde01,GSW,761,11.6,09-10
314,Devin Booker\bookede01,PHO,1865,18.1,17-18
314,Devin Booker\bookede01,PHO,2108,11.9,15-16
314,Devin Booker\bookede01,PHO,2242,20.2,18-19
314,Devin Booker\bookede01,PHO,2730,14.6,16-17
315,Devin Brown\brownde02,CHI,93,0.4,09-10
315,Devin Brown\brownde02,NOH,967,10.9,09-10
316,Devin Ebanks\ebankde01,LAL,118,19.4,10-11
316,Devin Ebanks\ebankde01,LAL,197,6.3,12-13
316,Devin Ebanks\ebankde01,LAL,396,8.3,11-12
317,Devin Harris\harride01,ATL,1421,14.6,12-13
317,Devin Harris\harride01,DAL,1071,10.7,18-19
317,Devin Harris\harride01,DAL,1087,13.8,16-17
317,Devin Harris\harride01,DAL,1280,13.1,15-16
317,Devin Harris\harride01,DAL,1685,14.8,14-15
317,Devin Harris\harride01,DAL,807,13.5,17-18
317,Devin Harris\harride01,DAL,818,14.6,13-14
317,Devin Harris\harride01,DEN,533,12.4,17-18
317,Devin Harris\harride01,NJN,1724,17.6,10-11
317,Devin Harris\harride01,NJN,2221,16.2,09-10
317,Devin Harris\harride01,UTA,1741,16,11-12
317,Devin Harris\harride01,UTA,530,15.7,10-11
318,Devin Robinson\robinde01,WAS,13,10.5,17-18
318,Devin Robinson\robinde01,WAS,95,20.6,18-19
319,Devonte' Graham\grahade01,CHO,676,10.3,18-19
320,Devyn Marble\marblde01,ORL,208,5.9,14-15
320,Devyn Marble\marblde01,ORL,249,5.2,15-16
321,Dewayne Dedmon\dedmode01,ATL,1542,15.8,17-18
321,Dewayne Dedmon\dedmode01,ATL,1609,16,18-19
321,Dewayne Dedmon\dedmode01,GSW,6,-5.1,13-14
321,Dewayne Dedmon\dedmode01,ORL,234,12.5,13-14
321,Dewayne Dedmon\dedmode01,ORL,705,17,15-16
321,Dewayne Dedmon\dedmode01,ORL,845,13.3,14-15
321,Dewayne Dedmon\dedmode01,PHI,150,8.7,13-14
321,Dewayne Dedmon\dedmode01,SAS,1330,16,16-17
322,Dexter Pittman\pittmde01,ATL,3,13.1,13-14
322,Dexter Pittman\pittmde01,MEM,20,-7.7,12-13
322,Dexter Pittman\pittmde01,MIA,11,-6.4,10-11
322,Dexter Pittman\pittmde01,MIA,12,17,12-13
322,Dexter Pittman\pittmde01,MIA,301,10.4,11-12
323,Deyonta Davis\davisde01,ATL,118,15.6,18-19
323,Deyonta Davis\davisde01,MEM,238,10.6,16-17
323,Deyonta Davis\davisde01,MEM,943,16.6,17-18
324,Diamond Stone\stonedi01,LAC,24,-1.2,16-17
325,Diante Garrett\garredi02,PHO,149,9,12-13
325,Diante Garrett\garredi02,UTA,1048,7.1,13-14
326,Didier Ilunga-Mbenga\mbengdj01,LAL,355,11.6,09-10
326,Didier Ilunga-Mbenga\mbengdj01,NOH,330,9.7,10-11
327,Dillon Brooks\brookdi01,MEM,2350,9.8,17-18
327,Dillon Brooks\brookdi01,MEM,330,7.6,18-19
328,Dion Waiters\waitedi01,CLE,1756,13.7,12-13
328,Dion Waiters\waitedi01,CLE,2072,14,13-14
328,Dion Waiters\waitedi01,CLE,786,12.2,14-15
328,Dion Waiters\waitedi01,MIA,1138,11.4,18-19
328,Dion Waiters\waitedi01,MIA,1384,14.5,16-17
328,Dion Waiters\waitedi01,MIA,918,10.5,17-18
328,Dion Waiters\waitedi01,OKC,1422,10.1,14-15
328,Dion Waiters\waitedi01,OKC,2152,9.4,15-16
329,Dionte Christmas\chrisdi01,PHO,198,11.1,13-14
330,Dirk Nowitzki\nowitdi01,DAL,1424,17,16-17
330,Dirk Nowitzki\nowitdi01,DAL,1661,19.8,12-13
330,Dirk Nowitzki\nowitdi01,DAL,1900,16.7,17-18
330,Dirk Nowitzki\nowitdi01,DAL,2079,21.7,11-12
330,Dirk Nowitzki\nowitdi01,DAL,2282,19.2,14-15
330,Dirk Nowitzki\nowitdi01,DAL,2364,19,15-16
330,Dirk Nowitzki\nowitdi01,DAL,2504,23.4,10-11
330,Dirk Nowitzki\nowitdi01,DAL,2628,23.6,13-14
330,Dirk Nowitzki\nowitdi01,DAL,3039,22.9,09-10
330,Dirk Nowitzki\nowitdi01,DAL,795,9.6,18-19
331,Domantas Sabonis\sabondo01,IND,1810,17.5,17-18
331,Domantas Sabonis\sabondo01,IND,1838,21.9,18-19
331,Domantas Sabonis\sabondo01,OKC,1632,6.9,16-17
332,Dominic McGuire\mcguido01,CHA,760,10.4,10-11
332,Dominic McGuire\mcguido01,GSW,1127,11.8,11-12
332,Dominic McGuire\mcguido01,IND,12,-6,12-13
332,Dominic McGuire\mcguido01,NOH,145,9.1,12-13
332,Dominic McGuire\mcguido01,SAC,67,2.4,09-10
332,Dominic McGuire\mcguido01,TOR,230,7.5,12-13
332,Dominic McGuire\mcguido01,WAS,240,4.2,09-10
333,Dominique Jones\jonesdo02,DAL,135,10.6,10-11
333,Dominique Jones\jonesdo02,DAL,268,11.8,11-12
333,Dominique Jones\jonesdo02,DAL,338,12.4,12-13
334,Donald Sloan\sloando01,ATL,20,11.6,11-12
334,Donald Sloan\sloando01,BRK,1318,13.9,15-16
334,Donald Sloan\sloando01,CLE,257,9.9,12-13
334,Donald Sloan\sloando01,CLE,608,8.9,11-12
334,Donald Sloan\sloando01,IND,1107,13.1,14-15
334,Donald Sloan\sloando01,IND,392,8.5,13-14
334,Donald Sloan\sloando01,NOH,41,8,11-12
334,Donald Sloan\sloando01,NOH,6,-3.3,12-13
335,Donatas Motiejūnas\motiedo01,HOU,2037,14.4,14-15
335,Donatas Motiejūnas\motiedo01,HOU,538,12.2,12-13
335,Donatas Motiejūnas\motiedo01,HOU,547,11.3,15-16
335,Donatas Motiejūnas\motiedo01,HOU,952,10.7,13-14
335,Donatas Motiejūnas\motiedo01,NOP,479,9.1,16-17
335,Donatas Motiejūnas\motiedo01,SAS,13,-0.5,18-19
336,Donovan Mitchell\mitchdo01,UTA,2598,17.2,18-19
336,Donovan Mitchell\mitchdo01,UTA,2638,16.7,17-18
337,Donte DiVincenzo\divindo01,MIL,411,9.1,18-19
338,Donte Grantham\grantdo01,OKC,2,-38.1,18-19
339,Donté Greene\greendo01,SAC,1127,9.7,10-11
339,Donté Greene\greendo01,SAC,1630,11.6,09-10
339,Donté Greene\greendo01,SAC,777,11.8,11-12
340,Dorell Wright\wrighdo01,GSW,1650,15,11-12
340,Dorell Wright\wrighdo01,GSW,3147,15,10-11
340,Dorell Wright\wrighdo01,MIA,1496,14.5,09-10
340,Dorell Wright\wrighdo01,PHI,1783,16,12-13
340,Dorell Wright\wrighdo01,POR,592,13.4,14-15
340,Dorell Wright\wrighdo01,POR,984,11.9,13-14
341,Dorian Finney-Smith\finnedo01,DAL,1642,7.7,16-17
341,Dorian Finney-Smith\finnedo01,DAL,1985,11,18-19
341,Dorian Finney-Smith\finnedo01,DAL,448,7.6,17-18
342,Doron Lamb\lambdo01,MIL,280,3,12-13
342,Doron Lamb\lambdo01,ORL,297,6.5,12-13
342,Doron Lamb\lambdo01,ORL,695,7.5,13-14
343,Doug McDermott\mcderdo01,CHI,1078,11.3,16-17
343,Doug McDermott\mcderdo01,CHI,1861,10.9,15-16
343,Doug McDermott\mcderdo01,CHI,321,6.1,14-15
343,Doug McDermott\mcderdo01,DAL,596,11.5,17-18
343,Doug McDermott\mcderdo01,IND,1340,11.6,18-19
343,Doug McDermott\mcderdo01,NYK,1172,9.9,17-18
343,Doug McDermott\mcderdo01,OKC,430,9.3,16-17
344,Dragan Bender\bendedr01,PHO,2069,7.1,17-18
344,Dragan Bender\bendedr01,PHO,574,5.3,16-17
344,Dragan Bender\bendedr01,PHO,826,9.5,18-19
345,Draymond Green\greendr01,GSW,1061,7.1,12-13
345,Draymond Green\greendr01,GSW,1797,12.7,13-14
345,Draymond Green\greendr01,GSW,2065,12.9,18-19
345,Draymond Green\greendr01,GSW,2287,16.1,17-18
345,Draymond Green\greendr01,GSW,2471,16.5,16-17
345,Draymond Green\greendr01,GSW,2490,16.4,14-15
345,Draymond Green\greendr01,GSW,2808,19.3,15-16
346,Drew Eubanks\eubandr01,SAS,113,15.1,18-19
347,Drew Gooden\goodedr01,DAL,1030,16.1,09-10
347,Drew Gooden\goodedr01,LAC,725,18,09-10
347,Drew Gooden\goodedr01,MIL,1469,18.8,11-12
347,Drew Gooden\goodedr01,MIL,151,7.7,12-13
347,Drew Gooden\goodedr01,MIL,860,15.9,10-11
347,Drew Gooden\goodedr01,WAS,305,7.5,15-16
347,Drew Gooden\goodedr01,WAS,395,18.4,13-14
347,Drew Gooden\goodedr01,WAS,864,11.9,14-15
348,Drew Gordon\gordodr01,PHI,71,3.7,14-15
349,Duje Dukan\dukandu01,SAC,24,4.2,15-16
350,Duncan Robinson\robindu01,MIA,161,7.6,18-19
351,Dusty Hannahs\hannadu01,MEM,26,4.5,18-19
352,Dwayne Bacon\bacondw01,CHO,713,5.8,17-18
352,Dwayne Bacon\bacondw01,CHO,759,11.7,18-19
353,Dwayne Jones\jonesdw02,PHO,7,1.4,09-10
354,Dwight Buycks\buyckdw01,DET,427,12.8,17-18
354,Dwight Buycks\buyckdw01,LAL,123,13.1,14-15
354,Dwight Buycks\buyckdw01,TOR,146,7.2,13-14
355,Dwight Howard\howardw01,ATL,2199,20.8,16-17
355,Dwight Howard\howardw01,CHO,2463,20.5,17-18
355,Dwight Howard\howardw01,HOU,1223,19.2,14-15
355,Dwight Howard\howardw01,HOU,2280,18.9,15-16
355,Dwight Howard\howardw01,HOU,2396,21.3,13-14
355,Dwight Howard\howardw01,LAL,2722,19.4,12-13
355,Dwight Howard\howardw01,ORL,2070,24.2,11-12
355,Dwight Howard\howardw01,ORL,2843,24,09-10
355,Dwight Howard\howardw01,ORL,2935,26.1,10-11
355,Dwight Howard\howardw01,WAS,230,17.4,18-19
356,Dwight Powell\poweldw01,BOS,9,34.9,14-15
356,Dwight Powell\poweldw01,DAL,1333,17.6,16-17
356,Dwight Powell\poweldw01,DAL,1662,20.4,18-19
356,Dwight Powell\poweldw01,DAL,1672,18.8,17-18
356,Dwight Powell\poweldw01,DAL,227,13,14-15
356,Dwight Powell\poweldw01,DAL,992,16.8,15-16
357,Dwyane Wade\wadedw01,CHI,1792,18.5,16-17
357,Dwyane Wade\wadedw01,CLE,1069,15.9,17-18
357,Dwyane Wade\wadedw01,MIA,1625,26.3,11-12
357,Dwyane Wade\wadedw01,MIA,1775,22,13-14
357,Dwyane Wade\wadedw01,MIA,1885,15.8,18-19
357,Dwyane Wade\wadedw01,MIA,1971,21.4,14-15
357,Dwyane Wade\wadedw01,MIA,2258,20.3,15-16
357,Dwyane Wade\wadedw01,MIA,2391,24,12-13
357,Dwyane Wade\wadedw01,MIA,2792,28,09-10
357,Dwyane Wade\wadedw01,MIA,2823,25.6,10-11
357,Dwyane Wade\wadedw01,MIA,467,13.1,17-18
358,Džanan Musa\musadz01,BRK,39,5.8,18-19
359,Earl Barron\barroea01,GSW,9,4.7,11-12
359,Earl Barron\barroea01,MIL,85,17.3,10-11
359,Earl Barron\barroea01,NYK,232,14.7,09-10
359,Earl Barron\barroea01,NYK,37,15.4,12-13
359,Earl Barron\barroea01,PHO,143,5,14-15
359,Earl Barron\barroea01,PHO,183,1.5,10-11
359,Earl Barron\barroea01,POR,37,3.8,10-11
359,Earl Barron\barroea01,WAS,122,6.9,12-13
360,Earl Boykins\boykiea01,HOU,111,10.3,11-12
360,Earl Boykins\boykiea01,MIL,862,17.6,10-11
360,Earl Boykins\boykiea01,WAS,1117,12.9,09-10
361,Earl Clark\clarkea01,BRK,93,6.7,14-15
361,Earl Clark\clarkea01,CLE,698,8.6,13-14
361,Earl Clark\clarkea01,LAL,1363,12.4,12-13
361,Earl Clark\clarkea01,NYK,70,13.5,13-14
361,Earl Clark\clarkea01,ORL,392,9.9,10-11
361,Earl Clark\clarkea01,ORL,559,8.1,11-12
361,Earl Clark\clarkea01,PHO,383,8.5,09-10
361,Earl Clark\clarkea01,PHO,72,11.3,10-11
362,Earl Watson\watsoea01,IND,2322,10.9,09-10
362,Earl Watson\watsoea01,POR,161,2.1,13-14
362,Earl Watson\watsoea01,UTA,1033,9.5,11-12
362,Earl Watson\watsoea01,UTA,1567,10.2,10-11
362,Earl Watson\watsoea01,UTA,829,7.7,12-13
363,Ed Davis\davised01,BRK,1446,17.3,18-19
363,Ed Davis\davised01,LAL,1840,20,14-15
363,Ed Davis\davised01,MEM,544,17.2,12-13
363,Ed Davis\davised01,MEM,956,15.9,13-14
363,Ed Davis\davised01,POR,1471,15.5,17-18
363,Ed Davis\davised01,POR,1684,18.7,15-16
363,Ed Davis\davised01,POR,789,11.5,16-17
363,Ed Davis\davised01,TOR,1087,18.1,12-13
363,Ed Davis\davised01,TOR,1534,14.2,11-12
363,Ed Davis\davised01,TOR,1602,15.8,10-11
364,Eddie House\houseed01,BOS,846,11.9,09-10
364,Eddie House\houseed01,MIA,978,11.9,10-11
364,Eddie House\houseed01,NYK,371,7.3,09-10
365,Eddy Curry\curryed01,DAL,25,-0.2,12-13
365,Eddy Curry\curryed01,MIA,83,3.6,11-12
365,Eddy Curry\curryed01,NYK,62,-1.9,09-10
366,Edmond Sumner\sumneed01,IND,2,39.8,17-18
366,Edmond Sumner\sumneed01,IND,210,7.6,18-19
367,Eduardo Nájera\najered01,CHA,270,9.3,11-12
367,Eduardo Nájera\najered01,CHA,372,5.5,10-11
367,Eduardo Nájera\najered01,DAL,481,9.1,09-10
367,Eduardo Nájera\najered01,NJN,204,7,09-10
368,Edwin Ubiles\ubileed01,WAS,52,7.3,11-12
369,Edy Tavares\tavarwa01,ATL,4,13.1,16-17
369,Edy Tavares\tavarwa01,ATL,73,14.4,15-16
369,Edy Tavares\tavarwa01,CLE,24,22.6,16-17
370,Ekpe Udoh\udohek01,GSW,1030,9.7,10-11
370,Ekpe Udoh\udohek01,GSW,827,11.5,11-12
370,Ekpe Udoh\udohek01,LAC,128,11.6,14-15
370,Ekpe Udoh\udohek01,MIL,1312,12,12-13
370,Ekpe Udoh\udohek01,MIL,463,14.3,11-12
370,Ekpe Udoh\udohek01,MIL,804,7.6,13-14
370,Ekpe Udoh\udohek01,UTA,320,20.9,18-19
370,Ekpe Udoh\udohek01,UTA,810,15.2,17-18
371,Elfrid Payton\paytoel01,NOP,1250,14,18-19
371,Elfrid Payton\paytoel01,ORL,1257,18.1,17-18
371,Elfrid Payton\paytoel01,ORL,2145,13.9,15-16
371,Elfrid Payton\paytoel01,ORL,2412,17.2,16-17
371,Elfrid Payton\paytoel01,ORL,2489,13.8,14-15
371,Elfrid Payton\paytoel01,PHO,551,13.1,17-18
372,Elias Harris\harriel01,LAL,11,7.6,13-14
373,Elie Okobo\okoboel01,PHO,958,7.6,18-19
374,Elijah Millsap\millsel01,PHO,23,-3.4,16-17
374,Elijah Millsap\millsel01,UTA,173,6.5,15-16
374,Elijah Millsap\millsel01,UTA,924,7.9,14-15
375,Elliot Williams\williel01,MEM,45,3.3,15-16
375,Elliot Williams\williel01,NOP,77,5.6,14-15
375,Elliot Williams\williel01,PHI,1157,8.7,13-14
375,Elliot Williams\williel01,POR,149,18.8,11-12
375,Elliot Williams\williel01,UTA,42,14.4,14-15
376,Elton Brand\brandel01,ATL,1414,14,13-14
376,Elton Brand\brandel01,ATL,486,9.4,14-15
376,Elton Brand\brandel01,DAL,1527,15.2,12-13
376,Elton Brand\brandel01,PHI,1732,18,11-12
376,Elton Brand\brandel01,PHI,225,11.4,15-16
376,Elton Brand\brandel01,PHI,2297,15.7,09-10
376,Elton Brand\brandel01,PHI,2809,18.5,10-11
377,Emanuel Terry\terryem01,MIA,3,18.4,18-19
377,Emanuel Terry\terryem01,PHO,20,19.9,18-19
378,Emeka Okafor\okafoem01,NOH,2287,16,10-11
378,Emeka Okafor\okafoem01,NOH,2370,16.5,09-10
378,Emeka Okafor\okafoem01,NOH,781,15.1,11-12
378,Emeka Okafor\okafoem01,NOP,353,16.4,17-18
378,Emeka Okafor\okafoem01,WAS,2052,15.8,12-13
379,Emmanuel Mudiay\mudiaem01,DEN,1406,10.9,16-17
379,Emmanuel Mudiay\mudiaem01,DEN,2068,9.9,15-16
379,Emmanuel Mudiay\mudiaem01,DEN,752,12.3,17-18
379,Emmanuel Mudiay\mudiaem01,NYK,1607,14.6,18-19
379,Emmanuel Mudiay\mudiaem01,NYK,493,10.2,17-18
380,Enes Kanter\kanteen01,NYK,1128,21.8,18-19
380,Enes Kanter\kanteen01,NYK,1830,24,17-18
380,Enes Kanter\kanteen01,OKC,1533,23.7,16-17
380,Enes Kanter\kanteen01,OKC,1721,24,15-16
380,Enes Kanter\kanteen01,OKC,809,24.9,14-15
380,Enes Kanter\kanteen01,POR,512,23.5,18-19
380,Enes Kanter\kanteen01,UTA,1078,17.6,12-13
380,Enes Kanter\kanteen01,UTA,1326,17.5,14-15
380,Enes Kanter\kanteen01,UTA,2138,15.6,13-14
380,Enes Kanter\kanteen01,UTA,874,14.5,11-12
381,Eric Bledsoe\bledser01,LAC,1553,17.5,12-13
381,Eric Bledsoe\bledser01,LAC,1841,10.8,10-11
381,Eric Bledsoe\bledser01,LAC,464,11.2,11-12
381,Eric Bledsoe\bledser01,MIL,2239,20,17-18
381,Eric Bledsoe\bledser01,MIL,2272,19.3,18-19
381,Eric Bledsoe\bledser01,PHO,1059,20,15-16
381,Eric Bledsoe\bledser01,PHO,1416,19.6,13-14
381,Eric Bledsoe\bledser01,PHO,2176,20.5,16-17
381,Eric Bledsoe\bledser01,PHO,2800,18.4,14-15
381,Eric Bledsoe\bledser01,PHO,83,13,17-18
382,Eric Dawson\dawsoer01,SAS,39,14.6,11-12
383,Eric Gordon\gordoer01,HOU,2154,15.2,17-18
383,Eric Gordon\gordoer01,HOU,2158,12.2,18-19
383,Eric Gordon\gordoer01,HOU,2323,13.2,16-17
383,Eric Gordon\gordoer01,LAC,2112,18.5,10-11
383,Eric Gordon\gordoer01,LAC,2229,14.1,09-10
383,Eric Gordon\gordoer01,NOH,1264,15.4,12-13
383,Eric Gordon\gordoer01,NOH,310,19.2,11-12
383,Eric Gordon\gordoer01,NOP,1481,13.5,15-16
383,Eric Gordon\gordoer01,NOP,2018,12.7,14-15
383,Eric Gordon\gordoer01,NOP,2057,14.9,13-14
384,Eric Maynor\maynoer01,OKC,1200,11.7,10-11
384,Eric Maynor\maynoer01,OKC,137,9.1,11-12
384,Eric Maynor\maynoer01,OKC,391,7.5,12-13
384,Eric Maynor\maynoer01,OKC,906,11.6,09-10
384,Eric Maynor\maynoer01,PHI,112,6.6,13-14
384,Eric Maynor\maynoer01,POR,572,10.6,12-13
384,Eric Maynor\maynoer01,UTA,363,12.3,09-10
384,Eric Maynor\maynoer01,WAS,215,6,13-14
385,Eric Moreland\moreler01,DET,805,13.9,17-18
385,Eric Moreland\moreler01,PHO,5,3.9,18-19
385,Eric Moreland\moreler01,SAC,2,40.8,14-15
385,Eric Moreland\moreler01,SAC,48,7.4,15-16
385,Eric Moreland\moreler01,TOR,38,7.1,18-19
386,Erick Dampier\dampier01,ATL,83,5.5,11-12
386,Erick Dampier\dampier01,DAL,1280,14,09-10
386,Erick Dampier\dampier01,MIA,815,9.7,10-11
387,Erick Green\greener01,DEN,410,8.9,14-15
387,Erick Green\greener01,DEN,7,0.9,15-16
387,Erick Green\greener01,UTA,35,14.7,15-16
388,Erik McCree\mccreer01,UTA,8,-8.9,17-18
389,Erik Murphy\murpher01,CHI,62,0.2,13-14
390,Ersan İlyasova\ilyaser01,ATL,1175,15.1,17-18
390,Ersan İlyasova\ilyaser01,ATL,633,13.5,16-17
390,Ersan İlyasova\ilyaser01,DET,1434,14.1,15-16
390,Ersan İlyasova\ilyaser01,MIL,1231,11.6,18-19
390,Ersan İlyasova\ilyaser01,MIL,1319,16.8,14-15
390,Ersan İlyasova\ilyaser01,MIL,1478,13.8,13-14
390,Ersan İlyasova\ilyaser01,MIL,1505,14.3,10-11
390,Ersan İlyasova\ilyaser01,MIL,1655,20.5,11-12
390,Ersan İlyasova\ilyaser01,MIL,1898,15.7,09-10
390,Ersan İlyasova\ilyaser01,MIL,2012,18.3,12-13
390,Ersan İlyasova\ilyaser01,OKC,62,6.9,16-17
390,Ersan İlyasova\ilyaser01,ORL,447,14.7,15-16
390,Ersan İlyasova\ilyaser01,PHI,1447,15.4,16-17
390,Ersan İlyasova\ilyaser01,PHI,554,14.6,17-18
391,Etan Thomas\thomaet01,ATL,82,15.1,10-11
391,Etan Thomas\thomaet01,OKC,321,6.9,09-10
392,E'Twaun Moore\mooreet01,BOS,331,8.8,11-12
392,E'Twaun Moore\mooreet01,CHI,1263,11.4,15-16
392,E'Twaun Moore\mooreet01,CHI,504,10.3,14-15
392,E'Twaun Moore\mooreet01,NOP,1463,11.5,18-19
392,E'Twaun Moore\mooreet01,NOP,1820,12.1,16-17
392,E'Twaun Moore\mooreet01,NOP,2586,12.1,17-18
392,E'Twaun Moore\mooreet01,ORL,1506,11.1,13-14
392,E'Twaun Moore\mooreet01,ORL,1682,10.7,12-13
393,Eugene Jeter\jetereu01,SAC,858,11.1,10-11
394,Evan Fournier\fournev01,DEN,1503,10.3,13-14
394,Evan Fournier\fournev01,DEN,428,13.8,12-13
394,Evan Fournier\fournev01,ORL,1661,12.4,14-15
394,Evan Fournier\fournev01,ORL,1837,15.5,17-18
394,Evan Fournier\fournev01,ORL,2234,13.9,16-17
394,Evan Fournier\fournev01,ORL,2553,12.3,18-19
394,Evan Fournier\fournev01,ORL,2566,14.6,15-16
395,Evan Turner\turneev01,BOS,2260,12.8,14-15
395,Evan Turner\turneev01,BOS,2271,13.6,15-16
395,Evan Turner\turneev01,IND,571,9.7,13-14
395,Evan Turner\turneev01,PHI,1713,12.6,11-12
395,Evan Turner\turneev01,PHI,1797,10.8,10-11
395,Evan Turner\turneev01,PHI,1886,13.2,13-14
395,Evan Turner\turneev01,PHI,2892,12.1,12-13
395,Evan Turner\turneev01,POR,1605,11.6,18-19
395,Evan Turner\turneev01,POR,1658,11.4,16-17
395,Evan Turner\turneev01,POR,2034,9.9,17-18
396,Fab Melo\melofa01,BOS,36,4.9,12-13
397,Fabricio Oberto\obertfa01,POR,45,0.8,10-11
397,Fabricio Oberto\obertfa01,WAS,650,5.7,09-10
398,Festus Ezeli\ezelife01,GSW,1120,9.3,12-13
398,Festus Ezeli\ezelife01,GSW,504,16.2,14-15
398,Festus Ezeli\ezelife01,GSW,770,17.7,15-16
399,Francisco Elson\elsonfr01,MIL,62,5.4,09-10
399,Francisco Elson\elsonfr01,PHI,16,6.3,11-12
399,Francisco Elson\elsonfr01,PHI,4,6.3,09-10
399,Francisco Elson\elsonfr01,UTA,610,8.9,10-11
400,Francisco García\garcifr01,HOU,1083,9.3,13-14
400,Francisco García\garcifr01,HOU,200,3.6,14-15
400,Francisco García\garcifr01,HOU,319,12.2,12-13
