UID,Player,Tm,MP,PER,Season
766,Luc Mbah a Moute\mbahalu01,MIL,1866,11.8,09-10
766,Luc Mbah a Moute\mbahalu01,MIL,2093,11.5,10-11
766,Luc Mbah a Moute\mbahalu01,MIN,807,7.5,13-14
766,Luc Mbah a Moute\mbahalu01,PHI,1916,10.6,14-15
766,Luc Mbah a Moute\mbahalu01,SAC,196,11.7,13-14
767,Lucas Nogueira\noguelu01,TOR,1088,15.5,16-17
767,Lucas Nogueira\noguelu01,TOR,225,15.6,15-16
767,Lucas Nogueira\noguelu01,TOR,23,5.2,14-15
767,Lucas Nogueira\noguelu01,TOR,418,17.3,17-18
768,Luigi Datome\datomlu01,BOS,192,14.9,14-15
768,Luigi Datome\datomlu01,DET,17,16.7,14-15
768,Luigi Datome\datomlu01,DET,238,8,13-14
769,Luis Montero\montelu01,DET,8,-15.5,17-18
769,Luis Montero\montelu01,POR,42,-2.7,15-16
770,Luis Scola\scolalu01,BRK,461,13.9,16-17
770,Luis Scola\scolalu01,HOU,2067,15.4,11-12
770,Luis Scola\scolalu01,HOU,2412,18.4,10-11
770,Luis Scola\scolalu01,HOU,2671,17.2,09-10
770,Luis Scola\scolalu01,IND,1399,13.4,13-14
770,Luis Scola\scolalu01,IND,1659,16.8,14-15
770,Luis Scola\scolalu01,PHO,2184,16.7,12-13
770,Luis Scola\scolalu01,TOR,1636,13.6,15-16
771,Luka Dončić\doncilu01,DAL,2318,19.6,18-19
772,Luke Babbitt\babbilu01,ATL,570,12,17-18
772,Luke Babbitt\babbilu01,MIA,1065,8.3,16-17
772,Luke Babbitt\babbilu01,MIA,145,1.3,17-18
772,Luke Babbitt\babbilu01,NOP,473,12.1,13-14
772,Luke Babbitt\babbilu01,NOP,830,11.1,14-15
772,Luke Babbitt\babbilu01,NOP,845,11.6,15-16
772,Luke Babbitt\babbilu01,POR,137,1,10-11
772,Luke Babbitt\babbilu01,POR,537,11.3,11-12
772,Luke Babbitt\babbilu01,POR,730,9.4,12-13
773,Luke Harangody\haranlu01,BOS,241,8.7,10-11
773,Luke Harangody\haranlu01,CLE,231,10.4,11-12
773,Luke Harangody\haranlu01,CLE,399,11,10-11
774,Luke Kennard\kennalu01,DET,1437,11.9,18-19
774,Luke Kennard\kennalu01,DET,1463,12.1,17-18
775,Luke Kornet\kornelu01,NYK,326,13.6,17-18
775,Luke Kornet\kornelu01,NYK,784,14.8,18-19
776,Luke Ridnour\ridnolu01,CHA,378,8.6,13-14
776,Luke Ridnour\ridnolu01,MIL,1759,17.7,09-10
776,Luke Ridnour\ridnolu01,MIL,763,9.1,13-14
776,Luke Ridnour\ridnolu01,MIN,1750,13.6,11-12
776,Luke Ridnour\ridnolu01,MIN,2159,15,10-11
776,Luke Ridnour\ridnolu01,MIN,2474,13,12-13
776,Luke Ridnour\ridnolu01,ORL,683,10,14-15
777,Luke Walton\waltolu01,CLE,299,2.2,11-12
777,Luke Walton\waltolu01,CLE,857,11.3,12-13
777,Luke Walton\waltolu01,LAL,272,9.7,09-10
777,Luke Walton\waltolu01,LAL,484,5.1,10-11
777,Luke Walton\waltolu01,LAL,65,8.9,11-12
778,Luke Zeller\zellelu01,PHO,58,5.6,12-13
779,Luol Deng\denglu01,CHI,2129,14.1,11-12
779,Luol Deng\denglu01,CHI,2651,16.1,09-10
779,Luol Deng\denglu01,CHI,2903,15.1,12-13
779,Luol Deng\denglu01,CHI,3208,15.5,10-11
779,Luol Deng\denglu01,CHI,860,17,13-14
779,Luol Deng\denglu01,CLE,1353,14,13-14
779,Luol Deng\denglu01,LAL,13,5.5,17-18
779,Luol Deng\denglu01,LAL,1486,10.1,16-17
779,Luol Deng\denglu01,MIA,2394,15,15-16
779,Luol Deng\denglu01,MIA,2421,15.5,14-15
779,Luol Deng\denglu01,MIN,392,14.6,18-19
780,Luther Head\headlu01,IND,813,11.5,09-10
780,Luther Head\headlu01,SAC,586,11.7,10-11
781,Maalik Wayns\waynsma01,LAC,37,19.5,12-13
781,Maalik Wayns\waynsma01,LAC,9,19.3,13-14
781,Maalik Wayns\waynsma01,PHI,165,1.8,12-13
782,Malachi Richardson\richama01,SAC,198,9.6,16-17
782,Malachi Richardson\richama01,SAC,319,5.8,17-18
782,Malachi Richardson\richama01,TOR,103,0.9,18-19
782,Malachi Richardson\richama01,TOR,5,10.5,17-18
783,Malcolm Brogdon\brogdma01,MIL,1436,14.3,17-18
783,Malcolm Brogdon\brogdma01,MIL,1832,17.8,18-19
783,Malcolm Brogdon\brogdma01,MIL,1982,14.9,16-17
784,Malcolm Delaney\delanma01,ATL,1014,10.6,17-18
784,Malcolm Delaney\delanma01,ATL,1248,7.5,16-17
785,Malcolm Lee\leema01,MIN,243,9.3,11-12
785,Malcolm Lee\leema01,MIN,289,9.8,12-13
785,Malcolm Lee\leema01,PHI,2,-19.7,14-15
786,Malcolm Miller\millema01,TOR,126,8.9,17-18
786,Malcolm Miller\millema01,TOR,67,13.7,18-19
787,Malcolm Thomas\thomama01,CHI,36,16.7,12-13
787,Malcolm Thomas\thomama01,GSW,21,8.8,12-13
787,Malcolm Thomas\thomama01,PHI,194,8.2,14-15
787,Malcolm Thomas\thomama01,SAS,15,6.6,13-14
787,Malcolm Thomas\thomama01,SAS,15,7.1,11-12
787,Malcolm Thomas\thomama01,UTA,48,4,13-14
788,Malik Allen\allenma01,DEN,456,5.9,09-10
788,Malik Allen\allenma01,ORL,178,3.3,10-11
789,Malik Beasley\beaslma01,DEN,165,13.7,16-17
789,Malik Beasley\beaslma01,DEN,1879,14.2,18-19
789,Malik Beasley\beaslma01,DEN,583,9,17-18
790,Malik Hairston\hairsma01,SAS,317,11.6,09-10
791,Malik Monk\monkma01,CHO,1258,11.8,18-19
791,Malik Monk\monkma01,CHO,854,10.3,17-18
792,Mangok Mathiang\mathima01,CHO,20,18,17-18
793,Manny Harris\harrima01,CLE,456,11.7,11-12
793,Manny Harris\harrima01,CLE,933,10.4,10-11
793,Manny Harris\harrima01,DAL,25,-2.2,16-17
793,Manny Harris\harrima01,LAL,180,10.9,13-14
794,Manu Ginóbili\ginobma01,SAS,1134,17.8,15-16
794,Manu Ginóbili\ginobma01,SAS,1291,13.9,16-17
794,Manu Ginóbili\ginobma01,SAS,1299,12.9,17-18
794,Manu Ginóbili\ginobma01,SAS,1393,19,12-13
794,Manu Ginóbili\ginobma01,SAS,1550,20,13-14
794,Manu Ginóbili\ginobma01,SAS,1587,16.2,14-15
794,Manu Ginóbili\ginobma01,SAS,2150,22.5,09-10
794,Manu Ginóbili\ginobma01,SAS,2426,21.7,10-11
794,Manu Ginóbili\ginobma01,SAS,792,24.1,11-12
795,Marc Gasol\gasolma01,MEM,1788,16.9,18-19
795,Marc Gasol\gasolma01,MEM,1791,17.7,15-16
795,Marc Gasol\gasolma01,MEM,1970,18.2,13-14
795,Marc Gasol\gasolma01,MEM,2370,18.4,11-12
795,Marc Gasol\gasolma01,MEM,2408,17.4,17-18
795,Marc Gasol\gasolma01,MEM,2469,19.3,09-10
795,Marc Gasol\gasolma01,MEM,2531,20.3,16-17
795,Marc Gasol\gasolma01,MEM,2586,16.8,10-11
795,Marc Gasol\gasolma01,MEM,2687,21.7,14-15
795,Marc Gasol\gasolma01,MEM,2796,19.5,12-13
795,Marc Gasol\gasolma01,TOR,648,16,18-19
796,Marcelo Huertas\huertma01,LAL,237,9.1,16-17
796,Marcelo Huertas\huertma01,LAL,869,10.4,15-16
797,Marcin Gortat\gortama01,LAC,751,12.8,18-19
797,Marcin Gortat\gortama01,ORL,1088,13.9,09-10
797,Marcin Gortat\gortama01,ORL,396,13.7,10-11
797,Marcin Gortat\gortama01,PHO,1636,18.8,10-11
797,Marcin Gortat\gortama01,PHO,1876,15.4,12-13
797,Marcin Gortat\gortama01,PHO,2114,21.2,11-12
797,Marcin Gortat\gortama01,WAS,2075,14.7,17-18
797,Marcin Gortat\gortama01,WAS,2256,19,15-16
797,Marcin Gortat\gortama01,WAS,2453,18.2,14-15
797,Marcin Gortat\gortama01,WAS,2556,15.4,16-17
797,Marcin Gortat\gortama01,WAS,2655,17.6,13-14
798,Marco Belinelli\belinma01,ATL,1210,14.1,17-18
798,Marco Belinelli\belinma01,CHI,1882,10.4,12-13
798,Marco Belinelli\belinma01,CHO,1778,13.3,16-17
798,Marco Belinelli\belinma01,NOH,1957,12.1,10-11
798,Marco Belinelli\belinma01,NOH,1966,11.9,11-12
798,Marco Belinelli\belinma01,PHI,737,14.2,17-18
798,Marco Belinelli\belinma01,SAC,1672,9.4,15-16
798,Marco Belinelli\belinma01,SAS,1388,12.4,14-15
798,Marco Belinelli\belinma01,SAS,1815,11.9,18-19
798,Marco Belinelli\belinma01,SAS,2016,15,13-14
798,Marco Belinelli\belinma01,TOR,1121,12.6,09-10
799,Marcus Banks\banksma01,TOR,22,6.8,10-11
799,Marcus Banks\banksma01,TOR,244,15.3,09-10
800,Marcus Camby\cambyma01,HOU,458,19.6,11-12
800,Marcus Camby\cambyma01,LAC,1596,18.3,09-10
800,Marcus Camby\cambyma01,NYK,250,8.6,12-13
800,Marcus Camby\cambyma01,POR,1540,14.8,10-11
800,Marcus Camby\cambyma01,POR,718,17,09-10
800,Marcus Camby\cambyma01,POR,894,14.5,11-12
801,Marcus Cousin\cousima01,UTA,18,7.8,10-11
802,Marcus Derrickson\derrima01,GSW,67,19.4,18-19
803,Marcus Georges-Hunt\georgma01,MIN,224,6.9,17-18
803,Marcus Georges-Hunt\georgma01,ORL,48,10.2,16-17
804,Marcus Haislip\haislma01,SAS,44,15.4,09-10
805,Marcus Landry\landrma01,BOS,3,-26.8,09-10
805,Marcus Landry\landrma01,NYK,108,8.1,09-10
806,Marcus Morris\morrima03,BOS,1447,14.5,17-18
806,Marcus Morris\morrima03,BOS,2091,14.2,18-19
806,Marcus Morris\morrima03,DET,2565,12.4,16-17
806,Marcus Morris\morrima03,DET,2856,12.7,15-16
806,Marcus Morris\morrima03,HOU,1154,12.1,12-13
806,Marcus Morris\morrima03,HOU,126,3.8,11-12
806,Marcus Morris\morrima03,PHO,1800,14.8,13-14
806,Marcus Morris\morrima03,PHO,2045,13.7,14-15
806,Marcus Morris\morrima03,PHO,370,8.6,12-13
807,Marcus Paige\paigema01,CHO,28,9.1,17-18
808,Marcus Smart\smartma01,BOS,1614,10.8,17-18
808,Marcus Smart\smartma01,BOS,1667,11.3,15-16
808,Marcus Smart\smartma01,BOS,1808,11,14-15
808,Marcus Smart\smartma01,BOS,2200,13.1,18-19
808,Marcus Smart\smartma01,BOS,2399,12,16-17
809,Marcus Thornton\thornma01,BOS,640,15.8,14-15
809,Marcus Thornton\thornma01,BRK,620,16.1,13-14
809,Marcus Thornton\thornma01,HOU,885,14.6,15-16
809,Marcus Thornton\thornma01,NOH,1872,17.4,09-10
809,Marcus Thornton\thornma01,NOH,745,14,10-11
809,Marcus Thornton\thornma01,PHO,81,8.3,14-15
809,Marcus Thornton\thornma01,SAC,1030,18.2,10-11
809,Marcus Thornton\thornma01,SAC,1121,9.7,13-14
809,Marcus Thornton\thornma01,SAC,1726,16.3,12-13
809,Marcus Thornton\thornma01,SAC,1780,17.4,11-12
809,Marcus Thornton\thornma01,WAS,224,15.5,15-16
809,Marcus Thornton\thornma01,WAS,575,10.4,16-17
810,Marcus Williams\willima03,MEM,872,10.6,09-10
811,Mardy Collins\collima01,LAC,470,5.7,09-10
812,Mario Chalmers\chalmma01,MEM,1253,18,15-16
812,Mario Chalmers\chalmma01,MEM,1421,10.4,17-18
812,Mario Chalmers\chalmma01,MIA,120,9.5,15-16
812,Mario Chalmers\chalmma01,MIA,1579,10.3,10-11
